_id,AnnoS,AteneoCOD,AteneoNOME,ClasseNUMERO,CorsoNOME,SedeC,IstatP,Lau
312,2018,1501,Milano,L-36,Scienze Internazionali e Istituzioni Europee,MILANO,15,396
313,2020,1502,Milano Politecnico,LM-04,Architettura - Ambiente Costruito - Interni,MILANO,15,396
314,2020,1501,Milano,LM-41,Medicina e Chirurgia,MILANO,15,396
315,2015,1502,Milano Politecnico,L-09,Ingegneria Meccanica,MILANO,15,395
316,2017,1501,Milano,L-10,Lettere,MILANO,15,394
317,2020,1501,Milano,L-10,Lettere,MILANO,15,393
318,2020,102,Torino Politecnico,L-17,Architettura,TORINO,1,392
319,2019,3701,Bologna,LM-41,Medicina e Chirurgia,BOLOGNA,37,392
320,2017,1501,Milano,L-11,Lingue e Letterature Straniere,MILANO,15,392
321,2018,102,Torino Politecnico,L-08,Ingegneria Informatica,TORINO,1,392
322,2017,8701,Catania,LMG/01,Giurisprudenza,CATANIA,87,392
323,2018,6301,Napoli Federico II,LM-41,Corso di Laurea Magistrale in Medicina e Chirurgia,NAPOLI,63,392
324,2018,1501,Milano,L-11,Lingue e Letterature Straniere,MILANO,15,391
325,2019,4801,Firenze,L-24,Scienze e Tecniche Psicologiche,FIRENZE,48,391
326,2019,5601,Tuscia,L-36,Scienze Politiche e delle Relazioni Internazionali,VITERBO,56,390
327,2020,8701,Catania,LM-41,Medicina e Chirurgia,CATANIA,87,389
328,2020,8301,Messina,L-22,"Scienze Motorie, Sport e Salute",MESSINA,83,388
329,2020,2201,Trento,LMG/01,Giurisprudenza,TRENTO,22,388
330,2018,6501,Salerno,LMG/01,Giurisprudenza,FISCIANO,65,388
331,2017,4101,Urbino,L-22,"Scienze Motorie, Sportive e della Salute",URBINO,41,388
332,2015,1502,Milano Politecnico,LM-31,Ingegneria Gestionale,MILANO,15,388
333,2016,5807,Roma Tre,L-19,Scienze dell'Educazione,ROMA,58,388
334,2016,4801,Firenze,L-24,Scienze e Tecniche Psicologiche,FIRENZE,48,388
335,2016,1501,Milano,L-10,Lettere,MILANO,15,387
336,2019,4101,Urbino,L-22,"Scienze Motorie, Sportive e della Salute",URBINO,41,386
337,2015,2702,Venezia Iuav,LM-04,Architettura,VENEZIA,27,385
338,2017,1501,Milano,L-01,Scienze dei Beni Culturali,MILANO,15,384
339,2019,8201,Palermo,LM-41,Medicina e Chirurgia,PALERMO,82,384
340,2020,1701,Brescia,L-18,Economia e Gestione Aziendale,BRESCIA,17,384
341,2019,8201,Palermo,LMG/01,Giurisprudenza,PALERMO,82,382
342,2019,1502,Milano Politecnico,L-17,Progettazione dell?Architettura,MILANO,15,382
343,2020,3701,Bologna,L-03,"Dams - Discipline delle Arti, della Musica e dello Spettacolo",BOLOGNA,37,382
344,2018,1504,Milano Cattolica,LMG/01,Giurisprudenza,MILANO,15,382
345,2015,101,Torino,LM-77,Economia e Direzione delle Imprese,TORINO,1,382
346,2016,1509,Milano Bicocca,L-24,Scienze e Tecniche Psicologiche,MILANO,15,382
347,2018,5807,Roma Tre,L-18,Economia e Gestione Aziendale,ROMA,58,381
348,2019,102,Torino Politecnico,L-17,Architettura,TORINO,1,381
349,2019,3701,Bologna,L-03,"Dams - Discipline delle Arti, della Musica e dello Spettacolo",BOLOGNA,37,381
350,2020,102,Torino Politecnico,LM-33,Ingegneria Meccanica,TORINO,1,380
351,2020,1301,Novedrate e-Campus - telematica,L-19,Scienze dell'Educazione e della Formazione,NOVEDRATE,13,379
352,2020,5001,Pisa,L-18,Economia Aziendale,PISA,50,378
353,2016,5805,Roma LUISS,LM-77,Economia e Direzione delle Imprese,ROMA,58,378
354,2016,6601,L'Aquila,L-24,Scienze Psicologiche Applicate,L'AQUILA,66,377
355,2018,101,Torino,LM-41,Medicina e Chirurgia,TORINO,1,377
356,2018,3701,Bologna,L-36,"Scienze Politiche, Sociali e Internazionali",BOLOGNA,37,377
357,2019,1501,Milano,L-11,Lingue e Letterature Straniere,MILANO,15,377
358,2019,1502,Milano Politecnico,L-09,Ingegneria Aerospaziale,MILANO,15,376
359,2020,2801,Padova,L-18,Economia,PADOVA,28,376
360,2019,1501,Milano,L-10,Lettere,MILANO,15,375
361,2020,2701,Venezia C Foscari,L-11,"Lingue, Culture e Societ dell'Asia e dell'Africa Mediterranea",VENEZIA,27,374
362,2018,102,Torino Politecnico,L-17,Architettura,TORINO,1,374
363,2018,6601,L'Aquila,L-14,Operatore Giuridico d'Impresa,L'AQUILA,66,373
364,2017,1509,Milano Bicocca,L-24,Scienze e Tecniche Psicologiche,MILANO,15,373
365,2016,6501,Salerno,LMG/01,Giurisprudenza,FISCIANO,65,373
366,2015,1501,Milano,L-10,Lettere,MILANO,15,373
367,2017,8201,Palermo,LMG/01,Giurisprudenza,PALERMO,82,372
368,2020,3701,Bologna,L-36,Scienze Internazionali e Diplomatiche,FORLI',40,372
369,2019,4101,Urbino,L-11,Lingue e Culture Straniere,URBINO,41,370
370,2015,4801,Firenze,LMG/01,Giurisprudenza,FIRENZE,48,370
371,2018,3701,Bologna,L-36,Scienze Internazionali e Diplomatiche,FORLI',40,369
372,2020,1502,Milano Politecnico,LM-33,Mechanical Engineering - Ingegneria Meccanica,MILANO,15,369
373,2020,1503,Milano Bocconi,L-18,International Economics And Management,MILANO,15,369
374,2018,8701,Catania,LMG/01,Giurisprudenza,CATANIA,87,368
375,2016,5801,Roma La Sapienza,L-18,Scienze Aziendali,ROMA,58,368
376,2020,6307,Napoli Pegaso - telematica,LM-26,Ingegneria della Sicurezza,NAPOLI,63,367
377,2018,3701,Bologna,L-03,"Dams - Discipline delle Arti, della Musica e dello Spettacolo",BOLOGNA,37,366
378,2018,1501,Milano,L-01,Scienze dei Beni Culturali,MILANO,15,366
379,2017,6301,Napoli Federico II,LM-41,Corso di Laurea Magistrale in Medicina e Chirurgia,NAPOLI,63,366
380,2018,4801,Firenze,LMG/01,Giurisprudenza,FIRENZE,48,365
381,2016,6301,Napoli Federico II,L-18,Economia Aziendale,NAPOLI,63,365
382,2019,5807,Roma Tre,L-18,Economia e Gestione Aziendale,ROMA,58,364
383,2019,6301,Napoli Federico II,L-10,Corso di Laurea in Lettere Moderne,NAPOLI,63,364
384,2020,1201,Castellanza LIUC,LM-77,Economia Aziendale e Management,CASTELLANZA,12,363
385,2019,1503,Milano Bocconi,L-18,Economia e Management Internazionale,MILANO,15,362
386,2019,2701,Venezia C Foscari,L-11,"Lingue, Culture e Societa dell'Asia e dell'Africa Mediterranea",VENEZIA,27,362
387,2019,2201,Trento,LMG/01,Giurisprudenza,TRENTO,22,362
388,2016,102,Torino Politecnico,LM-33,Ingegneria Meccanica,TORINO,1,361
389,2018,8201,Palermo,LM-41,Medicina e Chirurgia,PALERMO,82,361
390,2017,6303,Napoli L'Orientale,L-11,"Lingue, Letterature e Culture dell'Europa e delle Americhe",NAPOLI,63,361
391,2019,102,Torino Politecnico,LM-33,Ingegneria Meccanica,TORINO,1,360
392,2015,1505,Milano IULM,L-20,Relazioni Pubbliche e Comunicazione d'Impresa,MILANO,15,360
393,2019,1502,Milano Politecnico,LM-33,Mechanical Engineering - Ingegneria Meccanica,MILANO,15,360
394,2020,101,Torino,LM-41,Medicina e Chirurgia,TORINO,1,360
395,2019,8701,Catania,LMG/01,Giurisprudenza,CATANIA,87,360
396,2020,3701,Bologna,LM-14,"Italianistica, Culture Letterarie Europee, Scienze Linguistiche",BOLOGNA,37,359
397,2018,8201,Palermo,LMG/01,Giurisprudenza,PALERMO,82,359
398,2017,5801,Roma La Sapienza,L-11,"Lingue, Culture, Letterature, Traduzione",ROMA,58,359
399,2017,1601,Bergamo,L-11,Lingue e Letterature Straniere Moderne,BERGAMO,16,358
400,2018,4801,Firenze,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),FIRENZE,48,358
401,2015,3701,Bologna,L-11,Lingue e Letterature Straniere,BOLOGNA,37,358
402,2020,5807,Roma Tre,L-19,Scienze dell'Educazione,ROMA,58,358
403,2020,1501,Milano,L-01,Scienze dei Beni Culturali,MILANO,15,358
404,2019,3701,Bologna,LM-14,"Italianistica, Culture Letterarie Europee, Scienze Linguistiche",BOLOGNA,37,357
405,2018,2801,Padova,LM-41,Medicina e Chirurgia,PADOVA,28,357
406,2018,102,Torino Politecnico,LM-31,Ingegneria Gestionale,TORINO,1,357
407,2018,6304,Napoli Benincasa,L-19,Scienze dell'Educazione,NAPOLI,63,357
408,2017,2301,Verona,L-19,Scienze dell'Educazione,VERONA,23,357
409,2017,101,Torino,L-24,Scienze e Tecniche Psicologiche,TORINO,1,357
410,2017,6304,Napoli Benincasa,L-19,Scienze dell'Educazione,NAPOLI,63,357
411,2016,1501,Milano,L-01,Scienze dei Beni Culturali,MILANO,15,356
412,2016,3701,Bologna,L-10,Lettere,BOLOGNA,37,356
413,2019,4801,Firenze,LM-41,Medicina e Chirurgia,FIRENZE,48,355
414,2019,6501,Salerno,LMG/01,Giurisprudenza,FISCIANO,65,355
415,2020,4201,Marche,L-33,Economia e Commercio,ANCONA,42,355
416,2019,6501,Salerno,L-18,Economia e Management,FISCIANO,65,354
417,2019,201,Piemonte Orientale,L-18,Economia Aziendale,NOVARA,3,354
418,2016,4101,Urbino,L-22,"Scienze Motorie, Sportive e della Salute",URBINO,41,354
419,2017,6306,Napoli Vanvitelli,L-18,Economia Aziendale,CAPUA,61,354
420,2017,3701,Bologna,L-03,"Dams - Discipline delle Arti, della Musica e dello Spettacolo",BOLOGNA,37,354
421,2018,4801,Firenze,L-24,Scienze e Tecniche Psicologiche,FIRENZE,48,354
422,2017,1601,Bergamo,L-18,Economia Aziendale,BERGAMO,16,353
423,2020,1502,Milano Politecnico,L-08,Ingegneria Gestionale,MILANO,15,353
424,2020,101,Torino,L-24,Scienze e Tecniche Psicologiche,TORINO,1,353
425,2019,1502,Milano Politecnico,LM-21,Biomedical Engineering - Ingegneria Biomedica,MILANO,15,352
426,2020,4101,Urbino,L-22,"Scienze Motorie, Sportive e della Salute",URBINO,41,352
427,2020,5601,Tuscia,L-36,Scienze Politiche e delle Relazioni Internazionali,VITERBO,56,352
428,2020,6302,Napoli Parthenope,L-22,Scienze Motorie,NAPOLI,63,352
429,2017,1501,Milano,LM-41,Medicina e Chirurgia,MILANO,15,352
430,2016,1501,Milano,LM-41,Medicina e Chirurgia,MILANO,15,352
431,2017,1505,Milano IULM,L-20,Relazioni Pubbliche e Comunicazione d'Impresa,MILANO,15,351
432,2018,2201,Trento,LMG/01,Giurisprudenza,TRENTO,22,351
433,2020,5802,Roma Tor Vergata,L-18,Economia e Management,ROMA,58,351
434,2019,5802,Roma Tor Vergata,L-18,Economia e Management,ROMA,58,350
435,2020,1301,Novedrate e-Campus - telematica,L-14,Servizi Giuridici,NOVEDRATE,13,350
436,2015,6501,Salerno,LMG/01,Giurisprudenza,FISCIANO,65,350
437,2016,1601,Bergamo,L-11,Lingue e Letterature Straniere Moderne,BERGAMO,16,349
438,2016,5815,Roma UNICUSANO - telematica,L-18,"Economia Aziendale e Management,",ROMA,58,349
439,2018,2701,Venezia C Foscari,L-11,"Lingue, Civilta e Scienze del Linguaggio",VENEZIA,27,349
440,2017,6307,Napoli Pegaso - telematica,L-19,Scienze dell'Educazione e della Formazione,NAPOLI,63,349
441,2019,8701,Catania,L-18,Economia Aziendale,CATANIA,87,349
442,2015,3701,Bologna,L-10,Lettere,BOLOGNA,37,348
443,2017,5802,Roma Tor Vergata,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),ROMA,58,347
444,2019,6301,Napoli Federico II,LM-41,Corso di Laurea Magistrale in Medicina e Chirurgia,NAPOLI,63,347
445,2020,5202,Siena Stranieri,L-12,Mediazione Linguistica e Culturale,SIENA,52,347
446,2020,1501,Milano,L-05,Filosofia,MILANO,15,346
447,2017,6307,Napoli Pegaso - telematica,L-07,Ingegneria Civile,NAPOLI,63,346
448,2017,8201,Palermo,LM-41,Medicina e Chirurgia,PALERMO,82,344
449,2017,2801,Padova,LM-41,Medicina e Chirurgia,PADOVA,28,344
450,2017,1501,Milano,L-36,Scienze Internazionali e Istituzioni Europee,MILANO,15,344
451,2016,5801,Roma La Sapienza,L-36,Scienze Politiche e Relazioni Internazionali,ROMA,58,344
452,2020,4801,Firenze,L-19,Scienze dell'Educazione e della Formazione,FIRENZE,48,344
453,2016,6301,Napoli Federico II,LMG/01,Giurisprudenza,NAPOLI,63,343
454,2015,102,Torino Politecnico,LM-31,Ingegneria Gestionale,TORINO,1,343
455,2017,4801,Firenze,L-18,Economia Aziendale,FIRENZE,48,343
456,2018,1501,Milano,L-10,Lettere,MILANO,15,343
457,2019,101,Torino,L-20,Scienze della Comunicazione,TORINO,1,343
458,2017,6302,Napoli Parthenope,L-18,Economia Aziendale,NAPOLI,63,342
459,2017,2801,Padova,L-12,Mediazione Linguistica e Culturale,PADOVA,28,342
460,2015,3701,Bologna,46/S,Medicina e Chirurgia,BOLOGNA,37,342
461,2015,6901,Chieti e Pescara,LM-51,Psicologia Clinica e della Salute,CHIETI,69,342
462,2015,6301,Napoli Federico II,LM-77,Economia Aziendale,NAPOLI,63,341
463,2015,1501,Milano,L-01,Scienze dei Beni Culturali,MILANO,15,341
464,2017,3401,Parma,L-18,Economia e Management,PARMA,34,341
465,2016,8701,Catania,L-18,Economia Aziendale,CATANIA,87,341
466,2018,6301,Napoli Federico II,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),NAPOLI,63,340
467,2015,1509,Milano Bicocca,L-24,Scienze e Tecniche Psicologiche,MILANO,15,340
468,2015,1509,Milano Bicocca,L-18,"Marketing, Comunicazione Aziendale e Mercati Globali",MILANO,15,340
469,2015,1601,Bergamo,L-18,Economia Aziendale,BERGAMO,16,340
470,2016,6901,Chieti e Pescara,LM-51,Psicologia Clinica e della Salute,CHIETI,69,340
471,2016,3701,Bologna,L-03,"Dams - Discipline delle Arti, della Musica e dello Spettacolo",BOLOGNA,37,340
472,2019,1501,Milano,L-36,Scienze Internazionali e Istituzioni Europee,MILANO,15,340
473,2019,5001,Pisa,L-18,Economia Aziendale,PISA,50,339
474,2019,4801,Firenze,LMG/01,Giurisprudenza,FIRENZE,48,339
475,2020,6304,Napoli Benincasa,LM-85 bis,Scienze della Formazione Primaria,NAPOLI,63,339
476,2020,8201,Palermo,LMG/01,Giurisprudenza,PALERMO,82,339
477,2015,6301,Napoli Federico II,L-18,Economia Aziendale,NAPOLI,63,339
478,2019,101,Torino,L-12,Scienze della Mediazione Linguistica,TORINO,1,338
479,2018,101,Torino,L-24,Scienze e Tecniche Psicologiche,TORINO,1,338
480,2017,1502,Milano Politecnico,L-08,Ingegneria Informatica,MILANO,15,338
481,2017,6302,Napoli Parthenope,L-22,Scienze Motorie,NAPOLI,63,338
482,2017,7901,Catanzaro,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),CATANZARO,79,338
483,2017,1502,Milano Politecnico,LM-04,Architettura - Progettazione Architettonica,MILANO,15,337
484,2018,4101,Urbino,L-22,"Scienze Motorie, Sportive e della Salute",URBINO,41,337
485,2015,6304,Napoli Benincasa,L-19,Scienze dell'Educazione,NAPOLI,63,337
486,2015,1501,Milano,L-11,Lingue e Letterature Straniere,MILANO,15,337
487,2019,5806,Roma Foro Italico,L-22,Corso di Laurea in Scienze Motorie e Sportive,ROMA,58,337
488,2020,4801,Firenze,LMG/01,Giurisprudenza,FIRENZE,48,335
489,2016,6304,Napoli Benincasa,L-19,Scienze dell'Educazione,NAPOLI,63,335
490,2018,3401,Parma,L-18,Economia e Management,PARMA,34,335
491,2018,1502,Milano Politecnico,L-08,Ingegneria Informatica,MILANO,15,335
492,2017,1509,Milano Bicocca,L-18,"Marketing, Comunicazione Aziendale e Mercati Globali",MILANO,15,334
493,2016,5806,Roma Foro Italico,L-22,Corso di Laurea in Scienze Motorie e Sportive,ROMA,58,334
494,2016,201,Piemonte Orientale,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),NOVARA,3,334
495,2019,7201,Bari,L-12,Comunicazione Linguistica e Interculturale,BARI,72,334
496,2016,5802,Roma Tor Vergata,L-14,Scienze Giuridiche della Sicurezza,ROMA,58,333
497,2016,6302,Napoli Parthenope,L-18,Economia Aziendale,NAPOLI,63,333
498,2017,102,Torino Politecnico,LM-31,Ingegneria Gestionale,TORINO,1,333
499,2017,5802,Roma Tor Vergata,LMG/01,Giurisprudenza,ROMA,58,333
500,2017,4801,Firenze,LMG/01,Giurisprudenza,FIRENZE,48,332
501,2018,3701,Bologna,L-20,Scienze della Comunicazione,BOLOGNA,37,332
502,2015,5805,Roma LUISS,LM-77,Economia e Direzione delle Imprese,ROMA,58,332
503,2020,1501,Milano,L-36,Scienze Internazionali e Istituzioni Europee,MILANO,15,332
504,2019,1504,Milano Cattolica,LMG/01,Giurisprudenza,MILANO,15,332
505,2019,4801,Firenze,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),FIRENZE,48,331
506,2019,5202,Siena Stranieri,L-12,Mediazione Linguistica e Culturale,SIENA,52,331
507,2020,6301,Napoli Federico II,L-09,Corso di Laurea in Ingegneria Gestionale della Logistica e della Produzione,NAPOLI,63,331
508,2019,1501,Milano,L-01,Scienze dei Beni Culturali,MILANO,15,330
509,2019,1501,Milano,L-05,Filosofia,MILANO,15,330
510,2016,5001,Pisa,LMG/01,Giurisprudenza,PISA,50,330
511,2017,6301,Napoli Federico II,L-10,Corso di Laurea in Lettere Moderne,NAPOLI,63,330
512,2017,4101,Urbino,L-11,Lingue e Culture Straniere,URBINO,41,330
513,2017,102,Torino Politecnico,LM-33,Ingegneria Meccanica,TORINO,1,329
514,2018,6301,Napoli Federico II,L-09,Corso di Laurea in Ingegneria Meccanica,NAPOLI,63,329
515,2016,6301,Napoli Federico II,LM-77,Economia Aziendale,NAPOLI,63,329
516,2016,1502,Milano Politecnico,L-09,Ingegneria Energetica,MILANO,15,329
517,2016,101,Torino,L-19,Scienze dell'Educazione,TORINO,1,329
518,2019,6304,Napoli Benincasa,L-19,Scienze dell'Educazione,NAPOLI,63,329
519,2020,3601,Modena e Reggio Emilia,L-19,Scienze dell'Educazione,REGGIO NELL'EMILIA,35,328
520,2015,5001,Pisa,LMG/01,Giurisprudenza,PISA,50,328
521,2015,101,Torino,LM-51,Psicologia Clinica e di Comunita,TORINO,1,328
522,2018,201,Piemonte Orientale,L-18,Economia Aziendale,NOVARA,3,328
523,2017,8701,Catania,L-18,Economia Aziendale,CATANIA,87,328
524,2019,6302,Napoli Parthenope,L-22,Scienze Motorie,NAPOLI,63,327
525,2019,1301,Novedrate e-Campus - telematica,L-24,Scienze e Tecniche Psicologiche,NOVEDRATE,13,327
526,2019,6301,Napoli Federico II,L-33,Economia e Commercio,NAPOLI,63,326
527,2018,102,Torino Politecnico,LM-33,Ingegneria Meccanica,TORINO,1,326
528,2018,2801,Padova,L-18,Economia,PADOVA,28,326
529,2017,1502,Milano Politecnico,L-08,Ingegneria Gestionale,MILANO,15,326
530,2017,201,Piemonte Orientale,L-18,Economia Aziendale,NOVARA,3,325
531,2017,5806,Roma Foro Italico,L-22,Corso di Laurea in Scienze Motorie e Sportive,ROMA,58,325
532,2018,8701,Catania,L-18,Economia Aziendale,CATANIA,87,325
533,2015,101,Torino,L-19,Scienze dell'Educazione,TORINO,1,324
534,2015,5802,Roma Tor Vergata,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),ROMA,58,324
535,2019,1701,Brescia,L-18,Economia e Gestione Aziendale,BRESCIA,17,324
536,2019,6301,Napoli Federico II,L-09,Corso di Laurea in Ingegneria Meccanica,NAPOLI,63,323
537,2020,2701,Venezia C Foscari,L-33,Economia e Commercio,VENEZIA,27,323
538,2020,5806,Roma Foro Italico,L-22,Corso di Laurea in Scienze Motorie e Sportive,ROMA,58,323
539,2015,3701,Bologna,L-03,"Dams - Discipline delle Arti, della Musica e dello Spettacolo",BOLOGNA,37,323
540,2017,7201,Bari,L-33,Economia e Commercio,BARI,72,323
541,2017,101,Torino,L-12,Scienze della Mediazione Linguistica,TORINO,1,323
542,2017,3701,Bologna,L-36,"Scienze Politiche, Sociali e Internazionali",BOLOGNA,37,323
543,2016,8201,Palermo,LM-41,Medicina e Chirurgia,PALERMO,82,322
544,2019,101,Torino,LM-41,Medicina e Chirurgia,TORINO,1,322
545,2016,101,Torino,LM-51,Psicologia Clinica e di Comunita,TORINO,1,322
546,2016,1505,Milano IULM,L-20,Relazioni Pubbliche e Comunicazione d'Impresa,MILANO,15,322
547,2020,3701,Bologna,L-11,Lingue e Letterature Straniere,BOLOGNA,37,322
548,2019,1502,Milano Politecnico,LM-30,Energy Engineering - Ingegneria Energetica,MILANO,15,322
549,2019,1502,Milano Politecnico,L-09,Ingegneria Gestionale,MILANO,15,322
550,2020,6306,Napoli Vanvitelli,LM-41,Medicina e Chirurgia,NAPOLI,63,321
551,2018,5601,Tuscia,L-36,Scienze Politiche e delle Relazioni Internazionali,VITERBO,56,321
552,2018,1502,Milano Politecnico,L-09,Ingegneria Aerospaziale,MILANO,15,321
553,2018,101,Torino,L-12,Scienze della Mediazione Linguistica,TORINO,1,320
554,2016,2201,Trento,LMG/01,Giurisprudenza,TRENTO,22,320
555,2015,201,Piemonte Orientale,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),NOVARA,3,320
556,2020,101,Torino,LM-77,"Direzione d'Impresa, Marketing e Strategia",TORINO,1,320
557,2015,1501,Milano,LM-41,Medicina e Chirurgia,MILANO,15,319
558,2018,6307,Napoli Pegaso - telematica,LM-26,Ingegneria della Sicurezza,NAPOLI,63,319
559,2019,101,Torino,L-33,Economia e Commercio,TORINO,1,319
560,2018,6304,Napoli Benincasa,LM-85 bis,Scienze della Formazione Primaria,NAPOLI,63,318
561,2018,3701,Bologna,LM-14,"Italianistica, Culture Letterarie Europee, Scienze Linguistiche",BOLOGNA,37,318
562,2017,3701,Bologna,LM-41,Medicina e Chirurgia,BOLOGNA,37,318
563,2017,4801,Firenze,L-24,Scienze e Tecniche Psicologiche,FIRENZE,48,318
564,2019,2801,Padova,L-18,Economia,PADOVA,28,318
565,2019,3601,Modena e Reggio Emilia,L-18,Marketing e Organizzazione d'Impresa,REGGIO NELL'EMILIA,35,318
566,2020,4101,Urbino,L-11,Lingue e Culture Straniere,URBINO,41,318
567,2020,102,Torino Politecnico,L-09,Ingegneria Aerospaziale,TORINO,1,317
568,2015,1504,Milano Cattolica,LM-77,Management per l'Impresa,MILANO,15,317
569,2016,5802,Roma Tor Vergata,LMG/01,Giurisprudenza,ROMA,58,317
570,2016,6306,Napoli Vanvitelli,LMG/01,Giurisprudenza,SANTA MARIA CAPUA VETERE,61,315
571,2015,6301,Napoli Federico II,L-09,Corso di Laurea in Ingegneria Meccanica,NAPOLI,63,315
572,2017,1504,Milano Cattolica,LM-41,Medicina e Chirurgia,ROMA,58,315
573,2018,6302,Napoli Parthenope,L-22,Scienze Motorie,NAPOLI,63,315
574,2019,5802,Roma Tor Vergata,LM-77,Economia e Management,ROMA,58,315
575,2020,5807,Roma Tre,L-18,Economia e Gestione Aziendale,ROMA,58,314
576,2018,1502,Milano Politecnico,LM-21,Biomedical Engineering - Ingegneria Biomedica,MILANO,15,314
577,2016,6301,Napoli Federico II,LM-41,Corso di Laurea Magistrale in Medicina e Chirurgia,NAPOLI,63,314
578,2016,3701,Bologna,L-36,Scienze Internazionali e Diplomatiche,FORLI',40,314
579,2018,1502,Milano Politecnico,L-09,Ingegneria Biomedica,MILANO,15,313
580,2020,6501,Salerno,LMG/01,Giurisprudenza,FISCIANO,65,313
581,2020,1509,Milano Bicocca,LM-85 bis,Scienze della Formazione Primaria,MILANO,15,312
